strategy,period,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count,final_value
rsi_baseline,2024-01-01 to 2024-12-31,3.0467005778017846,0.8125159543958261,2.6155768982828107,8,10304.670057780178
