total_return,cagr,volatility,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown,max_drawdown_duration,total_trades,win_rate,avg_win,avg_loss,profit_factor,expectancy,final_value,peak_value,exposure_time,alpha,beta,information_ratio,average_exposure_pct,average_cash_pct,gross_turnover_x,strategy,status,return_delta_vs_rsi_pct_points,sharpe_delta_vs_rsi,drawdown_delta_vs_rsi_pct_points,return_delta_vs_benchmark_pct_points,sharpe_delta_vs_benchmark,drawdown_delta_vs_benchmark_pct_points
3.0467005778017846,3.0573214829612727,3.797237082300993,0.8125159543958261,0.7255057838015184,1.168889924424886,2.6155768982828107,142,8,75.0,110.91524728581409,-28.075684077263038,11.85174120572595,76.1675144450448,10304.670057780178,10321.39783351791,55.952380952380956,-0.8410683790719898,0.11704197697520302,-1.3753940854224156,10.992236243106781,89.00776375689323,1.6288394127874686,AAPL.US:rsi_baseline,available,0.0,0.0,0.0,-23.358169294029373,-1.119719907103967,-6.50045205940501
5.659587186431382,5.679564360318667,2.759738463741077,2.0167079960070287,2.53121226423433,2.959223053933442,1.919275518203776,65,10,100.0,113.19174372862726,0.0,inf,113.19174372862726,10565.958718643138,10565.958718643138,40.87301587301587,3.3186268840013975,0.06697984821946812,-1.1975467992729067,7.683392110231496,92.3166078897685,2.055269129303019,AAPL.US:itoflow_rsi,available,2.612886608629597,1.2041920416112024,-0.6963013800790347,-20.74528268539978,0.08447213450723545,-7.196753439484045
0.9622986850689085,0.9656191860930807,3.166766699811669,0.31940305337845365,0.3725713587350815,0.30346512943680104,3.18197740836045,236,4,50.0,205.16863173403988,-108.9387632271492,1.8833390948843518,48.11493425344534,10096.22986850689,10108.830563518515,61.111111111111114,-1.6686441815956705,0.07989193996228441,-1.4101823309991321,12.336085971579354,87.66391402842063,0.8226982889132509,AAPL.US:mean_reversion,available,-2.0844018927328762,-0.4931129010173725,0.5664005100776395,-25.44257118676225,-1.6128328081213397,-5.9340515493273704
2.370808910981723,2.3790465126112936,3.225883388983149,0.7510788168985384,0.8676155228568176,0.9189311798635772,2.588927837843616,118,12,33.33333333333333,267.19594557749144,-74.32775001420212,1.7974171525872717,39.51348184969573,10237.080891098172,10328.581296480283,46.03174603174603,-0.211725336083854,0.0785355925292404,-1.3463991558462887,9.77020439344141,90.22979560655858,2.402191304529886,AAPL.US:supertrend,available,-0.6758916668200614,-0.06143713749728774,-0.026649060439194905,-24.034060960849438,-1.181157044601255,-6.527101119844205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,-1.345540339136111,0.0,100.0,0.0,AAPL.US:dip_score,available,-3.0467005778017846,-0.8125159543958261,-2.6155768982828107,-26.40486987183116,-1.9322358614997932,-9.11602895768782
2.434286607434333,2.4427473889478746,1.437789780624154,1.6866903048079809,1.9981164352989629,2.27770051124432,1.0724620628957882,67,10,100.0,48.68573214868651,0.0,inf,48.68573214868651,10243.428660743433,10243.428660743433,40.87301587301587,1.2558433872513386,0.03485466892144278,-1.291887295360738,3.9134382836856774,96.0865617163143,0.9684276711255024,AAPL.US:vol_scaled,available,-0.6124139703674518,0.8741743504121547,-1.5431148353870225,-23.970583264396826,-0.24554555669181233,-8.043566894792033
-1.1496584337537024,-1.1535835769389102,1.6288744019984949,-0.7045760401314436,-0.38623401792460593,-0.7664507597180757,1.5050980931419964,184,14,57.14285714285714,17.48636832074273,-61.63710555278101,0.37826496802360554,-16.42369191076744,9885.03415662463,10021.816773289578,17.063492063492063,-1.8306226715209966,0.020358327580491484,-1.417647654819002,3.5845252480585725,96.41547475194143,2.699681128832492,AAPL.US:combined,available,-4.1963590115554865,-1.5170919945272696,-1.1104788051408143,-27.554528305584864,-2.636811901631237,-7.610930864545824
5.520798856972578,5.540273405905349,2.201450393207861,2.461955891891373,1.5285758011505068,7.109361227741792,0.7792927139904459,4,4,100.0,276.03994284862955,0.0,inf,276.03994284862955,10552.079885697258,10552.079885697258,11.904761904761903,3.839291534707728,0.06467974874322689,-1.584197740290395,5.480708982038769,94.51929101796124,1.8858017893477776,VOO.US:rsi_baseline,available,2.4740982791707937,1.6494399374955466,-1.836284184292365,-20.88407101485858,0.5297200303915797,-8.336736243697375
6.784369986006478,6.8084436935681225,4.265403038979236,1.566564691076335,0.7961674537099036,1.8950858316265597,3.592683550234982,33,10,80.0,171.0581711900957,-5.795686159734003,118.05896073430348,135.68739972012978,10678.436998600648,10769.678475124947,21.825396825396826,0.8522119571996642,0.23856471708935964,-1.7595150081620692,10.352879599141682,89.64712040085831,5.016872356707717,VOO.US:itoflow_rsi,available,3.7376694082046935,0.7540487366805088,0.9771066519521714,-19.62049988582468,-0.3656711704234583,-5.5233454074528385
5.931963491888164,5.952928908251209,4.225883075668146,1.3903275448737673,1.4752268168046905,2.9023703182993215,2.051057671971852,51,30,46.666666666666664,122.81045047540933,-33.30960051738097,3.2260712376274494,39.546423279254505,10593.196349188816,10702.974851290879,60.317460317460316,0.12306943814999272,0.2353922541852996,-1.8333504934941414,28.193318106785792,71.8066818932142,14.598028281818033,VOO.US:mean_reversion,available,2.885262914086379,0.5778115904779412,-0.5645192263109586,-20.472906379942998,-0.5419083166260259,-7.064971285715968
5.848008677689104,5.868669229485235,3.920664018387212,1.4858539129392379,1.7562320451872742,2.1727173791585415,2.701073451052376,117,10,60.0,250.09890338772507,-82.7479211971336,4.533628756520143,116.9601735537816,10584.80086776891,10821.843663416501,74.20634920634922,0.8192850315008595,0.20486306705212232,-1.7762801210480745,34.25031611855575,65.74968388144426,4.917064818834489,VOO.US:supertrend,available,2.8013080998873194,0.6733379585434117,0.08549655276956525,-20.556861194142055,-0.44638194856055535,-6.414955506635445
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,-1.9322359533161177,0.0,100.0,0.0,VOO.US:dip_score,available,-3.0467005778017846,-0.8125159543958261,-2.6155768982828107,-26.40486987183116,-1.9322358614997932,-9.11602895768782
1.1789566166986152,1.1830290858763304,0.6952007981520297,1.6961493160189438,0.9957465159944173,2.3631708586654026,0.5006108980814211,33,10,80.0,29.71732221400383,-0.973627186152351,122.08912255806189,23.57913233397259,10117.895661669862,10133.223472665897,21.825396825396826,0.2524234919496553,0.03792359877750366,-1.9098571504730346,1.6563827178057846,98.34361728219422,0.8560144136345198,VOO.US:vol_scaled,available,-1.8677439611031694,0.8836333616231177,-2.1149660002013895,-25.225913255132546,-0.2360865454808494,-8.6154180596064
2.4669511599401086,2.475526838891051,2.682717410815686,0.925427652228536,0.9376993837946409,1.4456544911036013,1.7123917603584888,100,40,55.00000000000001,50.15839681777456,-33.89413877794547,1.8087111645868024,12.33475579970054,10246.69511599401,10295.743512185025,30.158730158730158,0.18793979063429028,0.09390336055579698,-1.8749703588250421,14.297136460496116,85.7028635395039,19.047824727601707,VOO.US:combined,available,-0.579749417861676,0.11291169783270982,-0.9031851379243219,-23.93791871189105,-1.0068082092712571,-7.403637197329331
26.40486987183116,26.506624977206883,12.647020814849355,1.9322358614997932,2.3080797922533565,2.9076942493532836,9.11602895768782,31,2,100.0,2640.4869871831147,0.0,inf,2640.4869871831147,12640.486987183116,12990.851995361041,99.60317460317461,-1.161202938882236e-06,0.999999127070296,-2.033427321187747,99.60779195951002,0.6156373083888614,2.264313011730042,voo_buy_hold,available,23.358169294029373,1.119719907103967,6.50045205940501,0.0,0.0,0.0
